ra,dec,phot_g_mean_mag
248.9371227796,-65.4955326050,5.2453026772
208.0199728563,-52.8116489291,5.2453594208
45.2177524638,52.3516230144,5.2461128235
347.6777675341,17.5942523656,5.2462315559
86.9288037066,13.8995450319,5.2464675903
128.8146286432,-58.2246875466,5.2464866638
44.1026677172,64.3324436056,5.2466831207
101.8391083280,-37.9297416294,5.2467560768
60.3836562065,-1.5497291488,5.2467875481
60.6537679383,-0.2700403927,5.2476167679
329.8248758594,-38.3950979347,5.2477178574
176.4329321232,-45.6901101037,5.2480726242
351.0368865578,41.6128624320,5.2482433319
33.2270329005,-30.7237966387,5.2484445572
356.0503491806,-64.4042988954,5.2485485077
331.1975093973,-0.9065360759,5.2485556602
52.5808900305,71.8639005708,5.2489614487
7.9210813456,52.8394712194,5.2499237061
166.7241612128,1.9551439431,5.2499542236
293.1189533952,-30.8696086538,5.2500171661
161.6047468334,14.1943567264,5.2501130104
34.2464257377,-6.4225933427,5.2502322197
333.2977684584,86.1081786583,5.2502441406
102.8876658954,21.7609862639,5.2503476143
10.6187882591,-65.4678465819,5.2509126663
356.9860147029,-2.7615745419,5.2510657310
162.8486052169,59.3198918811,5.2512841225
43.0591004475,-8.2671329404,5.2524456978
222.3279901981,-24.2514688020,5.2524709702
225.7750074445,35.2058320448,5.2525734901
26.4123430309,-25.0528353703,5.2528414726
295.9289076155,25.7719877041,5.2532119751
120.5255757546,-37.0499893833,5.2536673546
278.4907019196,-33.0166121344,5.2536873817
305.6887345057,41.0257947070,5.2539515495
38.9114147827,37.3122005364,5.2547116280
85.6101995977,65.6975533942,5.2547416687
144.5062169774,-43.1910988329,5.2549571991
253.2414317445,31.7015944030,5.2553591728
60.9358575663,5.4355862094,5.2556481361
11.7563222202,11.9736997224,5.2557215691
295.6417374251,11.8265404905,5.2557306290
47.8281940371,-3.8116726997,5.2562174797
40.6417911628,-50.7993179041,5.2562842369
292.7959213585,-68.4339822099,5.2563614845
56.9836346923,-30.1689112455,5.2567033768
255.4015206764,33.5682696123,5.2570552826
98.4006222741,14.1547800021,5.2585754395
275.8701508944,-36.2379671422,5.2592887878
33.8697680598,-67.7464131711,5.2608737946
96.8350159696,2.9083458646,5.2610692978
148.9291440332,49.8199313979,5.2612156868
31.5510352357,8.2480554550,5.2615103722
274.2813531292,-56.0234074201,5.2617039680
76.5351657021,58.9723414809,5.2618207932
132.6461131175,-66.7925432969,5.2618637085
115.3480578890,-22.3366551495,5.2619862556
226.1952087864,-83.0383891846,5.2621531487
50.3499185618,-23.6352616689,5.2626552582
303.3654263447,60.6408183518,5.2626609802
79.9958723079,-12.3155527728,5.2626986504
228.6211409845,29.1644237623,5.2627410889
278.8489495374,-19.2685958370,5.2629404068
345.0242987643,-25.1645342537,5.2632174492
125.5180902475,-73.3998463878,5.2634916306
106.0218426404,-5.3239846507,5.2644147873
165.8116239886,-11.3039429716,5.2645916939
102.5906568209,-17.0845632123,5.2650032043
105.3394229424,70.8082254242,5.2652411461
283.8644585920,6.6149101835,5.2655453682
221.2985345209,-1.4175420814,5.2657594681
230.2814672713,-5.8248994778,5.2661781311
321.8390369575,37.1168048936,5.2664813995
294.2639734630,-18.2311202679,5.2668771744
43.4278600616,38.3371051709,5.2669634819
249.0939914090,-42.8588763937,5.2670106888
72.8055800715,68.1687763368,5.2671756744
219.3338763363,-46.1334825930,5.2675352097
97.8498840685,-32.8685115011,5.2678284645
95.8996483555,-9.8747132687,5.2683825493
36.2239813359,-60.3125318399,5.2684526443
122.9723160178,-35.7730338747,5.2686748505
75.7025597513,-49.1512840437,5.2689862251
299.9645743167,-34.6981084760,5.2690935135
353.4886626369,31.3251861385,5.2692017555
314.6078304722,10.8391329804,5.2693347931
235.9969209516,32.5157643008,5.2695312500
85.5633377480,-34.6675883550,5.2698760033
103.9455155500,-22.9414249366,5.2699255943
29.9088555287,64.6215286739,5.2701630592
101.4737956390,-52.4096499055,5.2708959579
76.9514456277,20.4182340212,5.2709689140
45.2120375475,-2.8785850733,5.2713413239
160.6689701374,-59.2157466484,5.2715191841
119.2407811036,-43.5003608339,5.2721619606
187.9179311374,-59.4239410740,5.2722187042
299.0595314442,11.4237475450,5.2722954750
279.1159628474,9.1219184826,5.2724356651
101.4974209633,-14.7962082004,5.2726693153
136.7496995678,1.4626223893,5.2731647491
286.2430242474,30.7332913360,5.2732944489
84.6586013509,30.4923603531,5.2740426064
34.7375089304,28.6426793372,5.2744393349
321.7154877384,48.8352797548,5.2753624916
131.8122979786,-1.8970257604,5.2753896713
132.3404346482,-3.4431266283,5.2753963470
227.0991153624,26.3010842155,5.2760252953
40.1714653683,27.0608237644,5.2769179344
21.2723470801,-64.3695486243,5.2771286964
92.3851227764,22.1902477791,5.2775220871
155.8711710351,-38.0100791163,5.2775368690
277.9842577799,-43.5074200301,5.2776913643
289.8829301942,22.5707188949,5.2785029411
273.8037832649,-20.7282760039,5.2794561386
321.8116162050,-21.1963484278,5.2795815468
13.9266330912,-7.3473471054,5.2796673775
190.3453106076,-46.1453205398,5.2801332474
19.1507534252,-2.5006521246,5.2808709145
288.1696962878,-7.9395483585,5.2813386917
165.0486741082,-14.0834975022,5.2813773155
200.7858766643,-33.1898634825,5.2819895744
221.3229206705,-62.8760099090,5.2820677757
297.6947837173,-10.7633655032,5.2824845314
285.6151937341,-24.8476123278,5.2824983597
11.9302354503,-18.0611826827,5.2826414108
285.0794353187,40.6839320978,5.2827239037
344.3675708158,20.7691043454,5.2832121849
29.9114302757,-42.0309756980,5.2836270332
180.0756960029,80.8530128929,5.2836694717
16.4209022623,21.4730878414,5.2839856148
38.6778661788,-7.8597294381,5.2840394974
331.2643243171,14.8158531850,5.2845625877
147.8318485612,-46.1937046166,5.2857928276
2.2607622276,18.2118529985,5.2862792015
257.0084655913,35.9350992933,5.2871594429
3.4262050173,-26.0226922614,5.2871804237
264.9896066491,31.2025170289,5.2874922752
288.8337147086,15.0836040633,5.2880177498
292.3425373556,14.5959130659,5.2882699966
214.8183121473,13.0041621526,5.2889761925
323.3478632592,-44.8487171984,5.2890772820
358.9782048893,15.2302610839,5.2892670631
312.2133779147,22.9941305585,5.2893662453
320.2694886081,23.8554377097,5.2896385193
305.5225206550,45.7951662134,5.2905731201
285.1809830616,55.6582673823,5.2907462120
108.5450524176,-3.9018134605,5.2909684181
255.2421863860,22.6319946374,5.2910790443
335.8790191648,-24.7626759069,5.2912993431
180.4139192388,36.0417251716,5.2925591469
300.2457864704,8.5576738139,5.2928595543
196.6464366210,-41.5885100155,5.2928652763
54.9628423067,3.0569055461,5.2929563522
357.2090148684,62.2145083580,5.2931671143
335.2503132741,26.9351245595,5.2937998772
62.7075999942,26.4807985545,5.2940263748
275.7211279921,-36.6696708392,5.2941808701
277.4832768301,-47.2205969277,5.2948670387
112.7194115345,68.4654566746,5.2948775291
87.6204916068,14.3054396167,5.2948970795
283.5003904635,-21.3599301495,5.2949242592
219.8161708654,32.5394924123,5.2950773239
162.3142770152,10.5450858175,5.2952995300
342.5955762443,-80.1239009895,5.2958536148
42.3231884650,17.4642560050,5.2968516350
161.5687786563,-64.5145129880,5.2968926430
15.6788738805,-65.4560845304,5.2970905304
330.8187792557,-6.5223712348,5.2971353531
50.8051378272,49.2131598554,5.2972745895
316.8869575035,-0.1638897853,5.2974820137
297.0057202427,-56.3632217026,5.2979750633
84.2684952853,11.0349345642,5.2980232239
321.5962571581,-37.8294797307,5.2980928421
172.4242059072,15.4130456474,5.2988829613
293.6719378109,42.4123725416,5.2996554375
223.9363892047,-33.8557848417,5.2998647690
34.8196003855,47.3799506934,5.3002076149
101.5565248690,79.5621260873,5.3004164696
0.9652724280,66.7121532229,5.3005900383
106.5480063723,34.4737510922,5.3007159233
121.8251194982,-20.5543391072,5.3011698723
259.7726543147,-46.6357583761,5.3014292717
91.6462933426,38.4824064050,5.3017005920
108.0657551082,-40.4988574705,5.3018054962
185.8973515908,-35.4127073146,5.3023033142
93.8546974078,16.1431242177,5.3025751114
102.6062343367,13.4131501799,5.3025918007
83.1723044054,-1.5918392954,5.3037500381
102.4219470425,32.6065418956,5.3037652969
13.9814622062,-27.7758616470,5.3038716316
135.4913988967,-0.4823672574,5.3040719032
115.3013062893,48.1309505752,5.3041791916
314.5817371402,44.4720236982,5.3043384552
296.2039264447,40.7166951367,5.3045487404
297.9609817147,-39.8744245427,5.3045835495
134.5665937883,10.8450554187,5.3047037125
103.6111720548,-42.3654818618,5.3049044609
147.8005486207,-59.4259684319,5.3051152229
70.7266050159,43.3649084802,5.3054642677
79.8423924881,-50.6049548435,5.3059334755
282.8953801547,52.9761695135,5.3065114021
83.5168278485,-1.4703826160,5.3066201210
257.4500385271,-10.5237813780,5.3068933487
277.4373735045,77.5470686737,5.3069157600
298.0066419193,24.9921421618,5.3072109222
317.1401944810,-21.1939379059,5.3075628281
87.8415986577,-7.5180059779,5.3076434135
220.4306111967,11.6601606399,5.3077201843
333.5752541335,-21.0743238024,5.3078236580
319.9283772377,55.4500949606,5.3079590797
99.7048736144,39.9025097899,5.3080282211
230.6598961993,63.3410445540,5.3080992699
70.0279967835,-24.4822893039,5.3084807396
176.9784872610,8.2459315359,5.3089885712
332.3064886700,33.1720289529,5.3091950417
196.4676897268,45.2686659178,5.3092203140
83.3810222175,-1.1560773275,5.3096146584
124.8851230882,75.7569779685,5.3111972809
272.6082451829,-62.0012313505,5.3117461205
1.4250386163,13.3962418059,5.3119192123
69.3069655799,0.9982991124,5.3123617172
62.5113663677,80.6986356174,5.3128371239
206.4845863556,-12.4264961329,5.3131499290
242.9988678532,-19.4604472720,5.3134250641
119.2122420904,-59.1257229723,5.3135452271
147.7655405732,-23.0173459912,5.3138799667
235.4477393877,12.8475130367,5.3139114380
229.6088156071,-0.4612295298,5.3141245842
138.2318438618,-59.4138602859,5.3148279190
51.8896766351,-35.6812991501,5.3151321411
343.2658788377,60.1010459500,5.3152565956
351.3317930741,-56.8490714836,5.3152980804
187.4883413020,58.4061445655,5.3157172203
193.9880084371,-56.8358105013,5.3158254623
108.8377141059,-30.6863855752,5.3161678314
71.5075519868,11.7055506350,5.3164186478
189.4265631074,-27.1393118523,5.3168320656
358.1545266274,10.9473570059,5.3171634674
160.4507217612,68.4433928512,5.3172440529
318.9272998256,77.0123621575,5.3172903061
192.3060069696,83.4129901431,5.3174524307
332.4820122301,-34.0148391676,5.3177309036
133.8018732230,-18.2411617466,5.3179669380
71.9018206363,-16.9337030523,5.3183770180
17.6642755862,68.7785036043,5.3185982704
335.0497188032,-7.8211040425,5.3186244965
207.1613673215,31.1903752923,5.3187236786
57.1980068288,-7.0150840972,5.3189659119
64.9030737134,21.7733068134,5.3197379112
178.7629057864,8.4440106706,5.3206167221
284.1687402871,-37.3433643704,5.3207335472
67.7801522580,15.1048060703,5.3207454681
2.1396421211,-17.5783646951,5.3211398125
134.1556895489,64.6034275660,5.3212718964
83.5697789483,3.7668275088,5.3215394020
315.6467400740,-9.9955626735,5.3215808868
61.0947203418,-12.7922217444,5.3220191002
69.7760880554,7.8709863410,5.3237795830
53.9903882686,-11.1934332810,5.3239808083
258.6152251249,-39.7666558911,5.3249278069
25.4499893421,-60.7895116726,5.3256306648
71.1080666866,11.1460722037,5.3262062073
171.2450581153,11.4302491207,5.3263254166
260.4318000641,39.9744014171,5.3263936043
243.9063360601,-8.3716411615,5.3276510239
124.9537769220,-71.5147464022,5.3277974129
264.0892193734,27.5663244422,5.3279776573
61.9976114403,17.3398541788,5.3280305862
94.2776179079,9.9421223584,5.3281555176
144.8658265114,67.2720538022,5.3282051086
182.0610878819,-48.6925415007,5.3286390305
113.3316332574,-19.4128377510,5.3287186623
291.0896475035,-43.7220810615,5.3287353516
56.4186102610,6.0499361249,5.3292737007
265.2439386139,-32.2144893108,5.3304176331
79.7501911242,33.7482656564,5.3304724693
115.2437928489,23.0184737875,5.3307361603
279.1626754910,6.6711607374,5.3308930397
354.7845961152,50.4717235757,5.3313312531
168.4140114878,-53.2316541860,5.3319377899
110.2428004666,-14.3604921931,5.3320231438
272.4958608902,36.4663158870,5.3320345879
260.5244572644,-70.1232567678,5.3321323395
212.6286732244,-70.3054812663,5.3325934410
273.9188240769,-63.0554767859,5.3326978683
242.9482818340,42.3746711647,5.3355536461
294.3929098271,-14.3024497098,5.3356084824
262.8388121578,2.7245914851,5.3358330727
35.5070754299,-10.7778999527,5.3359394073
231.1873639225,-39.7104810815,5.3360028267
50.3068915070,21.1469781542,5.3360972404
97.1420315646,30.4929762613,5.3362512589
272.5242878233,-30.7287936729,5.3363189697
83.8631051743,24.0395178010,5.3371524811
268.7965938384,72.0051146148,5.3372831345
217.1554588541,49.8446422810,5.3374009132
126.1159439716,-8.5200908470,5.3374848366
185.8398538994,-24.8407605015,5.3375663757
100.3217622613,11.0032403764,5.3377246857
240.0787206991,-16.5350930959,5.3377785683
18.1421765087,45.3376199140,5.3381171227
277.5495983846,-18.7292013915,5.3383388519
87.7421167396,27.9679141143,5.3384099007
91.6613725291,-4.1938553457,5.3384728432
24.1813795946,7.8315680997,5.3385305405
99.1941506362,-13.3211729489,5.3385334015
66.2720594025,-61.2380926877,5.3387670517
185.4891997533,-56.3743870403,5.3387765884
276.4116452298,8.0319780434,5.3391261101
114.6371419524,35.0486732102,5.3395380974
238.4745762520,-24.5332705480,5.3396754265
140.1528714065,0.1816221681,5.3400545120
206.1243364027,-16.1790997353,5.3403382301
67.6561663941,13.7243167641,5.3405814171
216.7793219659,-65.8217108685,5.3407769203
116.0173703555,50.4336767227,5.3410673141
228.5253948031,31.7877206040,5.3411273956
161.4661226643,30.6821376983,5.3414454460
294.4476269101,-4.6478789888,5.3416595459
177.7592991268,-5.3333397033,5.3416976929
278.1923727910,23.6168340896,5.3418574333
150.9207463958,-9.5738275989,5.3421778679
131.6272479231,-45.9124851002,5.3425817490
88.1384417874,-37.6311907239,5.3426680565
284.1874276760,57.8145415893,5.3429675102
168.1370451503,-49.1008483863,5.3432135582
5.8096204495,55.7925311464,5.3434257507
183.0386346406,20.5419820855,5.3437376022
335.1149687733,5.7895081016,5.3439989090
144.2913669381,-32.1787465773,5.3440022469
35.5515642225,-0.8850621696,5.3440341949
49.4552543934,-62.5724325445,5.3446159363
111.2423460741,11.6694541204,5.3448977470
58.9925082305,47.8713272486,5.3459224701
205.5042770561,-58.7871200431,5.3460073471
297.3555374009,-72.5033097980,5.3461046219
87.4021775897,-14.4838809993,5.3466920853
288.3069368443,-25.9068297717,5.3469758034
57.1481792944,-37.6220395391,5.3472299576
60.9865821968,8.1973845663,5.3475871086
317.1171975691,6.9893706722,5.3485217094
315.2955818293,46.1557838005,5.3486471176
125.3384069579,-20.0791124084,5.3488154411
260.0410951088,25.5375597088,5.3489346504
293.8507779530,69.8055655657,5.3489761353
231.9640958888,60.6702042432,5.3490009308
296.8616365570,47.9074059199,5.3490557671
236.5233874349,-1.8043273799,5.3495240211
134.1638145971,-85.6630011995,5.3496980667
285.0570410388,50.5334781027,5.3506808281
179.9870554833,3.6551737967,5.3507184982
82.5396312441,-47.0782417248,5.3508062363
162.7953278476,56.5822666768,5.3509898186
268.8549711373,26.0500147119,5.3510375023
6.5907235221,-18.6936839092,5.3510394096
4.1903418865,10.2448239755,5.3510956764
256.1403010004,-68.2787935256,5.3511385918
188.3926679865,-12.8299762817,5.3512916565
6.1980724574,61.8310457389,5.3514208794
46.5986905646,13.1869741985,5.3517050743
91.2431696663,4.1586491146,5.3518066406
332.7922253864,50.8235735365,5.3527350426
173.7704841257,54.7854254377,5.3531565666
331.2973701516,26.6738239457,5.3534913063
264.5395416784,-10.9263081238,5.3535795212
134.1421523878,-16.7088709838,5.3540945053
353.6591535714,33.4974228531,5.3546395302
232.8784410196,-73.3896730723,5.3550329208
180.1856293062,-10.4482720040,5.3550772667
185.7056569987,-57.6761832188,5.3559880257
281.5923729854,75.4342684118,5.3565258980
238.9484463817,37.9473089241,5.3565878868
110.8828635821,-32.2020420949,5.3566174507
187.3625881588,24.1089277495,5.3566923141
96.0041387852,-36.7075186197,5.3570785522
199.6156843621,34.0983336927,5.3571276665
174.6671612971,-13.2013822008,5.3572874069
240.5232101832,52.9157780922,5.3574986458
202.3038992840,10.8181458241,5.3575716019
110.1616279890,-52.0859207586,5.3575978279
107.8482804537,-0.3019728174,5.3577408791
236.0181699417,-15.6731156166,5.3577671051
224.1831983897,-62.7810567302,5.3579797745
262.2066076002,0.3307103266,5.3580145836
277.7701671703,-32.9893081170,5.3584055901
14.6826344056,-11.3800394850,5.3584675789
67.2788588108,-13.0483723548,5.3584852219
118.9161554326,19.8837899876,5.3586754799
172.2668653535,39.3370267319,5.3595046997
183.7850640619,70.1998847664,5.3597083092
327.5005087279,-64.7127045865,5.3598370552
331.8749703445,18.0005662191,5.3605823517
238.4827005697,-23.9782025416,5.3605904579
205.2596940938,22.4956581466,5.3608651161
136.3503083947,48.5302375347,5.3612613678
216.6136918551,19.2270178885,5.3616366386
178.9172246119,-28.4772253074,5.3617482185
358.0972206680,21.6710755991,5.3626127243
18.5207467579,28.5293334085,5.3627467155
293.9882970604,-53.0082915265,5.3628821373
351.8129184739,-58.4757976905,5.3633122444
117.9290499467,-21.1735100063,5.3633370399
144.2606895304,16.4379368927,5.3636827469
224.3715942735,-21.4231403963,5.3640365601
300.1104949280,-43.0432549950,5.3641147614
97.5123425392,46.6855916652,5.3644080162
65.1626763672,-20.6396656683,5.3646140099
2.0142981957,-33.5293094983,5.3646736145
224.0720807484,-52.8095222412,5.3654584885
166.2256862639,-35.8046514674,5.3656358719
169.4461638602,-22.1459822432,5.3661365509
42.4759958167,-27.9418855789,5.3661479950
230.4521390587,32.9337545899,5.3662652969
319.4887685316,-17.9851429246,5.3668642044
115.7006190543,-26.3514596528,5.3669548035
200.8286339203,-4.9245025105,5.3672008514
244.7516540741,-14.8728077407,5.3673825264
53.1456644823,-50.3782733388,5.3679165840
159.8158995359,-74.4933894264,5.3679385185
291.1377325780,50.2413539935,5.3687863350
217.5869510371,-49.5192155604,5.3687987328
213.6769764563,-41.8375744876,5.3692851067
347.5060131943,9.8220508148,5.3696651459
191.5951982428,9.5376641986,5.3697066307
302.0271104619,16.6644118063,5.3708634377
44.5242286686,-23.6057768757,5.3713426590
337.4913284575,4.4310110829,5.3715767860
347.0874882495,-28.8238206167,5.3717765808
154.5315419536,-28.9919510195,5.3721618652
81.7920913143,17.9621282195,5.3722872734
295.8904548445,-15.4709272694,5.3725032806
197.4490586961,16.8485456984,5.3725781441
349.8504514839,-18.0753284965,5.3730220795
211.6777970414,-9.3134973521,5.3736948967
110.7528639518,-31.9237563816,5.3737292290
121.1953746277,79.4793912453,5.3738436699
72.7885928296,48.7405204902,5.3740200996
127.4215328377,-6.3189783718,5.3742098808
184.3736197484,53.1911291679,5.3744778633
126.0786641675,-80.9132202418,5.3747262955
13.7715290476,48.6784752901,5.3747444153
317.2016887961,-88.9564785619,5.3747630119
76.3175313322,-26.1526658890,5.3751473427
310.2606091266,32.3072388169,5.3753695488
327.3292051561,61.2726592474,5.3753914833
270.1515375950,33.2135717614,5.3754377365
126.1783060158,42.0052797190,5.3754835129
65.6457013611,25.6292402646,5.3755512238
89.2283018451,35.5787716570,5.3757867813
282.4206533848,-5.9129160907,5.3758969307
261.9899674239,-52.2974638341,5.3764333725
283.7269327793,-16.5254353150,5.3764495850
354.4149924491,-13.0601236741,5.3765325546
324.4397633506,19.3186709291,5.3765382767
110.5961814585,-20.5066333811,5.3766269684
310.5526454755,50.3400361388,5.3772668839
242.2451681022,3.4545282542,5.3773193359
197.4386106547,-10.3293810781,5.3773283958
349.8490284358,62.7397667047,5.3777561188
283.0684139892,21.4250968048,5.3777618408
213.7206984405,3.3357663436,5.3778572083
170.8389191027,-64.9546837813,5.3778777122
299.9020968622,76.4811296875,5.3780045509
176.3957849784,35.8944626772,5.3781356812
75.6877333564,-22.7949809855,5.3782453537
39.4243612861,-3.3963666657,5.3783354759
44.9162476745,41.0327315616,5.3783674240
229.7047355591,-60.4963490129,5.3783841133
223.6579277172,-33.3006011358,5.3784222603
86.8591342346,17.7291229552,5.3785076141
244.9790210115,39.7085623386,5.3785910606
97.2066891613,-7.0346681987,5.3791618347
115.3157673573,-38.5334625516,5.3792071342
145.5011373941,39.7576391751,5.3793849945
308.4879925218,13.0273803410,5.3795084953
285.7271570340,-3.6989574562,5.3795881271
129.5918723467,53.4014782265,5.3797388077
321.9171144206,27.6086874261,5.3799114227
241.4821031085,-72.4005883425,5.3802771568
309.7478438957,30.3339802505,5.3802938461
249.6356091752,48.8622092045,5.3802967072
102.8624789134,-70.9632964606,5.3810262680
144.2505535526,-25.2965985893,5.3814949989
77.3321210779,9.8295509965,5.3816976547
113.4626322632,-36.3383654845,5.3823194504
25.6233915902,-53.7412998483,5.3831090927
143.2323586984,-13.5167990512,5.3832612038
294.8604894127,42.8184084782,5.3832988739
320.7342775832,-9.3194574707,5.3834133148
105.9649607595,12.5942124999,5.3835096359
252.0692371013,57.8137062823,5.3835482597
219.7088500071,44.4044203679,5.3838267326
320.5019976877,49.3891189925,5.3842530251
262.7307370033,31.1582072741,5.3845038414
37.5651521127,-57.8093171983,5.3848686218
125.1680544173,72.4071206116,5.3848972321
57.3075379571,70.8707727278,5.3849358559
99.9277132049,-30.4713427012,5.3851108551
106.8432307175,34.0091554907,5.3855042458
345.6356216500,-6.5741628567,5.3855748177
279.1555590705,33.4690405891,5.3856940269
328.5434661038,-4.2765909707,5.3859815598
86.4142090899,20.6950211322,5.3861274719
168.4395977444,-0.0694899254,5.3865828514
208.9111182058,-82.6662956685,5.3874092102
91.2423920339,5.4199640531,5.3878512383
271.4568090051,32.2305860565,5.3879380226
108.9591101547,47.2391371344,5.3881602287
112.2736168386,-38.8119994073,5.3884091377
64.8054784542,50.0484463786,5.3886179924
112.1811205592,47.9204199282,5.3887386322
284.0252831773,18.1046966429,5.3893156052
11.9421488652,74.8475362393,5.3893675804
260.9900857861,8.8525420910,5.3894033432
17.4549755589,19.6584476617,5.3899021149
53.0871715619,84.9104335207,5.3900198936
131.5398114899,-10.8299376624,5.3904161453
29.0400426208,37.2518843847,5.3904299736
336.7721207593,65.1322530779,5.3905849457
145.5609211985,69.2372180735,5.3911762238
105.9881686328,-43.6063023714,5.3914170265
334.5531022732,62.8044379984,5.3917193413
192.1086361519,-27.5976649355,5.3917403221
213.5204219101,12.9592000535,5.3922538757
260.8145497165,71.8699849638,5.3925237656
284.1069873485,65.2579590431,5.3926386833
328.1243532652,28.7932680625,5.3932232857
106.9562351696,7.4710682629,5.3932938576
246.1322223425,-37.5661764606,5.3937649727
239.6452163959,-24.8315986226,5.3940458298
286.2298265814,53.3967509207,5.3941469193
139.8882356332,-15.8349017030,5.3955507278
225.4623738667,-83.2274138837,5.3961696625
98.8233190186,9.9883058693,5.3963627815
321.9421284160,66.8090065570,5.3963880539
1.1760164913,67.1665498815,5.3967127800
221.8068151945,-21.3248670051,5.3970084190
50.0836644830,77.7344650284,5.3973984718
316.8143145191,-16.4227553536,5.3974103928
97.3117069520,2.6460200958,5.3981971741
317.1361720845,-63.9282451332,5.3983592987
268.2636383650,-2.5795319897,5.3987517357
122.6647915359,-13.7989474150,5.3989109993
44.3495215845,-23.8623282354,5.3990368843
34.5000377219,57.8998460169,5.3994250298
77.9096709577,29.9034702003,5.3995862007
359.1728130984,22.6480660780,5.3997025490
131.5104933607,-2.0484484651,5.3998799324
103.6027872948,-1.1270055144,5.4001388550
244.8868355123,-30.9066051883,5.4003477097
301.2784019322,51.8395348592,5.4004707336
281.0957896421,39.6130874145,5.4009819031
243.0306833035,-8.5475817595,5.4018220901
249.0570819179,52.9245420630,5.4018468857
8.9218735946,-48.0013582087,5.4027953148
263.2798360611,41.2431775579,5.4032063484
62.1535016633,38.0388434196,5.4032845497
78.0935844899,73.9465570656,5.4037890434
17.6397728038,2.4456134780,5.4042778015
259.2646708235,-32.6630844930,5.4043750763
134.2073368949,45.6314477339,5.4051661491
28.9627163120,23.5772773402,5.4052791595
80.0610726134,41.0859700983,5.4058418274
48.9925874497,-77.3881768015,5.4059276581
45.7329262069,-46.9750107956,5.4062585831
294.8555605932,16.5710943450,5.4062757492
182.7490830150,81.7098183922,5.4062891006
216.2762682505,-68.1953511737,5.4064798355
119.2475958748,15.7900890089,5.4070615768
176.8098962375,-76.6179550268,5.4082145691
108.5646409987,-9.9475215257,5.4093346596
30.7988843396,0.1286044115,5.4093494415
341.0217716042,39.4652219640,5.4101519585
26.9426766326,63.8514077882,5.4103965759
64.2839662058,57.8602044967,5.4106273651
153.2012939039,4.6146499641,5.4109020233
11.3213236408,55.2213725380,5.4112434387
294.3225477867,16.4628657051,5.4114480019
65.3625651002,-0.0987333362,5.4114513397
126.4661914139,-42.1530132929,5.4121570587
215.0403636734,-43.0588081183,5.4123601913
7.0530124032,16.4450088337,5.4125342369
179.5632659073,-56.3173050266,5.4125838280
263.4141212972,16.3172999235,5.4129438400
104.1435881617,-79.4201976677,5.4131193161
104.3910924194,-24.6304096969,5.4132666588
243.8689899549,18.8077123962,5.4135131836
205.3061659112,-71.8681060441,5.4137320518
70.0142494475,12.1975581083,5.4137935638
134.2355429148,32.9101337810,5.4142332077
161.4209510295,-47.4598012068,5.4148259163
191.6926702380,-33.3156089886,5.4149589539
62.3243130917,-16.3858523794,5.4154548645
234.7058682127,-52.3728392786,5.4156436920
89.0872670455,-31.3824099868,5.4161024094
39.7041150541,21.9613349292,5.4162683487
75.5827533197,74.2695482221,5.4163031578
345.1787730938,3.0114316416,5.4163212776
321.0482895906,-12.8780714905,5.4164776802
225.7468755937,-32.6433893348,5.4165015221
259.2286975511,89.0376885229,5.4165439606
276.9596606742,3.7485256189,5.4166235924
308.3237630447,-80.9649588169,5.4169325829
161.7168203979,-17.2969584158,5.4170861244
332.6563095307,-11.5648998515,5.4173488617
334.4600457964,-77.5114939237,5.4174671173
67.6625157506,15.6917696591,5.4175872803
125.4770976153,-17.5864027314,5.4176692963
29.6396561396,49.2045382054,5.4177389145
62.6992198061,-8.8198053677,5.4182024002
333.5782461851,-27.7668984740,5.4183826447
309.4548418939,11.3776369709,5.4184994698
332.6607616253,70.1326862610,5.4188160896
273.3028979695,-41.3361379369,5.4190316200
177.7768477690,-11.2078504361,5.4193363190
327.0667117287,-47.3049296543,5.4193921089
92.6444539694,-27.1545946801,5.4195494652
313.6989609028,-17.9229729093,5.4199304581
128.6499103895,65.1448198446,5.4203057289
181.5457397277,-73.5567944036,5.4203095436
125.9800307080,10.6319582720,5.4207177162
142.1214409399,8.1881616439,5.4209818840
17.0912844202,5.6489903505,5.4211964607
167.1829434626,-28.0807524456,5.4214711189
316.5049844785,-30.1254301012,5.4219284058
282.2105218251,-43.6801178989,5.4221382141
351.6527244550,-52.7210443726,5.4226994514
301.2223144716,68.0271170525,5.4234294891
82.9001136204,-45.9251603799,5.4234652519
350.4789438774,31.8124312739,5.4237689972
259.7024324001,28.8229352067,5.4238729477
229.6020516952,20.5726635697,5.4239792824
349.5419316613,-40.8249068739,5.4239964485
253.5076512817,-41.8064003658,5.4242997169
65.0414387950,31.9531180414,5.4243216515
265.6466975420,-4.8497967575,5.4244346619
24.3684874402,-84.7695005220,5.4247965813
231.8254337755,-36.7676638973,5.4252610207
53.0359901177,48.0233524962,5.4255042076
358.2108204104,-8.9968661899,5.4255228043
241.5815679865,67.8104160379,5.4261903763
83.8193981319,8.7006996131,5.4265651703
299.3078213539,40.3678265139,5.4267196655
11.3506760882,-4.6289999722,5.4267625809
74.4527115518,23.9485017998,5.4268965721
142.5211544312,-51.5171124966,5.4275021553
129.8491655122,-53.4396650990,5.4277648926
57.0868319876,23.4210394637,5.4282989502
168.0617003085,-32.4337471827,5.4287252426
211.6734897835,-14.2049657235,5.4287962914
