ra,dec,phot_g_mean_mag
326.1279393221,17.3499705233,4.0230126381
331.5285476320,-39.5439094460,4.0237059593
272.9755729561,31.4054578063,4.0239820480
338.8394859671,-0.1177420439,4.0255451202
165.4570246227,-2.4847476575,4.0261263847
146.6319401650,57.1282157313,4.0281753540
93.8441651930,29.4969160296,4.0283107758
311.5236291734,-25.2715956796,4.0306248665
330.9711017979,63.1201799243,4.0318703651
17.0963279548,-55.2456189423,4.0327157974
142.3111952712,-35.9513120167,4.0328364372
117.3095284399,-46.3731701566,4.0345916748
161.2647407537,-59.6844587777,4.0346322060
187.5270409889,69.2008801131,4.0349731445
174.2372190594,-0.8235581981,4.0375084877
303.9420626276,27.8142527655,4.0377178192
186.7340498962,28.2680621707,4.0396742821
184.6089624433,-64.0031145976,4.0399103165
171.2200634571,-17.6839956563,4.0472245216
341.5129714091,-81.3816210907,4.0484094620
229.4576038002,-30.1487159155,4.0490040779
320.5617864586,-16.8345220729,4.0490884781
194.7308367571,17.4095927393,4.0491409302
358.5959300062,57.4993680402,4.0501317978
196.5943141745,22.6159916850,4.0514774323
235.4864686734,-19.6792886371,4.0519385338
143.6109528370,-59.2297266019,4.0521373749
247.7846484821,-16.6128975487,4.0525283813
82.4332617265,-1.0923515777,4.0526423454
35.4366443789,-68.6594043051,4.0532402992
299.2368398064,-27.1699706242,4.0538868904
170.2837265880,6.0292678048,4.0547566414
159.6873559858,-59.1829929685,4.0568451881
39.8707116375,0.3284966544,4.0573735237
97.2407537461,20.2120764309,4.0589690208
255.7829118513,14.0916698840,4.0592784882
177.7857535589,-45.1735053115,4.0603027344
181.7207642059,-64.6138947117,4.0608897209
229.3777055749,-58.8018117121,4.0609807968
50.0003436189,-43.0665525278,4.0639147758
47.9080872086,19.7266482844,4.0643420219
61.1742500446,22.0816696932,4.0651721954
340.1291587956,44.2763561123,4.0652236938
45.5971967702,-23.6247172834,4.0667729378
215.1389373376,-37.8853422217,4.0668544769
131.5939821848,-13.5477903708,4.0671696663
341.6743103773,12.1706940963,4.0693578720
123.5124284496,-40.3481789322,4.0693964958
52.2671959676,59.9403289202,4.0717759132
288.8854304537,73.3559383737,4.0729303360
5.0356095474,-64.8696171371,4.0735101700
159.3066165510,-27.4125430354,4.0741219521
198.5181063557,-2.8069930497,4.0741658211
309.5846021227,-1.1052045683,4.0749969482
349.7061292854,-32.5323774225,4.0768914223
105.0182604038,76.9773488879,4.0778455734
281.4154805360,20.5448173902,4.0786414146
316.4871682554,-17.2331368572,4.0786662102
92.8121734450,-65.5888880292,4.0806231499
141.1634168730,26.1821135336,4.0808534622
25.9153315751,50.6886694791,4.0812120438
104.0666319342,-48.7211070947,4.0814833641
212.7103777283,-16.3020783681,4.0832424164
269.4491485746,-41.7163613997,4.0839071274
233.7002708981,10.5388811719,4.0844492912
293.5232599601,7.3782425219,4.0872659683
321.6117158125,-65.3626399732,4.0891332626
241.8515639318,-20.8689648140,4.0904707909
105.9395604181,-15.6333378265,4.0905623436
207.2580784363,-28.3679139302,4.0920743942
197.9642816134,27.8821053725,4.0932788849
188.4314283833,41.3587766941,4.0946722031
112.2787898292,31.7854354457,4.0948319435
225.7249093788,2.0913649286,4.0949211121
300.0137889178,17.5164485210,4.0958447456
9.6377819339,29.3106278715,4.0968303680
287.3685664566,-37.9049033378,4.0972976685
300.7046485782,67.8737763322,4.0992708206
121.0674260131,-32.6748000728,4.0994882584
129.4109070378,-42.9890365786,4.0997505188
99.4725555591,-18.2375196945,4.1030139923
261.5925594346,-24.1758288484,4.1048822403
109.1534588533,-23.3155766461,4.1069946289
68.9138256617,10.1606136461,4.1073446274
129.6892367272,3.3413639401,4.1074810028
122.1484561003,-2.9838010658,4.1091098785
226.1105578954,26.9476259373,4.1098141670
76.8919097086,-63.3998789919,4.1100502014
244.3140005403,59.7551349453,4.1115527153
39.8983878640,-68.2669467459,4.1122741699
120.3058572413,-1.3929416337,4.1128602028
56.7112569197,-23.2520767890,4.1130623817
295.2622837598,17.4758952425,4.1136269569
222.1584491389,-36.6349015107,4.1161813736
79.5442171546,33.3708979891,4.1161952019
13.2520854223,-1.1443296983,4.1163630486
177.0609054273,-66.8149794347,4.1170072556
36.4060979905,50.2785643363,4.1174015999
8.2499967173,62.9317732684,4.1180939674
326.3621554456,61.1207966068,4.1214818954
333.7626125856,57.0438027675,4.1220145226
237.8160339570,20.9780004278,4.1221480370
94.1380678566,-35.1401244198,4.1221580505
96.2245887330,49.2878825333,4.1221971512
292.6660805433,-2.7889349700,4.1226410866
54.1225652219,48.1925160303,4.1231598854
90.0140046706,-3.0745860311,4.1242394447
245.1590459313,-24.1694044284,4.1248445511
33.2498800379,8.8466972208,4.1256241798
319.4795551038,34.8968710690,4.1268324852
171.1523495513,-10.8592167982,4.1271705627
169.5432852818,31.5269168516,4.1274600029
335.8899960417,52.2282170998,4.1309432983
248.5256674650,42.4372061973,4.1326818466
64.1205345994,-59.3029002182,4.1347861290
94.9982897699,-2.9444855993,4.1348667145
129.4137235365,5.7037542033,4.1361007690
156.9702409931,36.7067936231,4.1390519142
99.1368241009,38.4454174699,4.1400637627
42.6471891270,38.3181566825,4.1400833130
107.9660806909,-0.4927431185,4.1408481598
358.1219996862,19.1201296459,4.1408977509
54.2172317947,0.3995245949,4.1410932541
100.9970277180,13.2277675506,4.1424918175
206.4193992481,-33.0443681664,4.1441669464
3.6153971444,-7.7804821892,4.1474132538
355.1026126546,44.3338484709,4.1479978561
205.4027983698,-8.7028079048,4.1486210823
231.1217925865,37.3775540281,4.1502556801
14.3014595271,23.4174488954,4.1520972252
78.3228576353,2.8612556511,4.1537299156
41.2368302261,10.1139617200,4.1537446976
247.7282666280,1.9836115653,4.1540899277
102.4637893563,-53.6223670733,4.1550827026
30.5119046767,2.7637593167,4.1554589272
177.1633767184,-35.9869554239,4.1564040184
241.6479992105,-36.8024138257,4.1565685272
332.4967815408,33.1781316889,4.1570067406
112.4490925565,12.0064781582,4.1581807137
351.2095352303,62.2827603647,4.1590085030
340.1640600447,-27.0436223500,4.1610078812
346.6704982247,-23.7431419492,4.1641397476
307.3957792037,62.9940485403,4.1649012566
275.3859333049,49.1218190295,4.1651782990
283.0542904874,-62.1876502933,4.1654458046
66.3428532385,22.2936735933,4.1672358513
184.5857987558,-79.3121833523,4.1674447060
214.0947072135,46.0890123413,4.1690444946
79.5655185272,42.7919751753,4.1710677147
295.0242010042,18.0138005633,4.1711554527
51.1689476585,64.5859936460,4.1712718010
101.9651225257,2.4121056302,4.1716952324
87.4575743987,-56.1669898103,4.1727094650
56.5816714492,23.9481438102,4.1727418900
101.9050656147,-8.9984972881,4.1732258797
118.3256183570,-48.1029077413,4.1740984917
290.8053237276,-44.8000178019,4.1788620949
319.3539689117,39.3946636924,4.1794371605
172.5788093268,-3.0035714740,4.1796565056
63.8079530060,-7.6680778150,4.1798939705
42.2730316128,-32.4051893131,4.1799206734
247.8454978495,-34.7044499243,4.1830348969
326.6984114266,49.3095567572,4.1848459244
54.2735854851,-40.2747044669,4.1864500046
64.0073282496,-51.4858293997,4.1875705719
210.4313099898,-45.6034888245,4.1875863075
305.0252632811,68.8804362520,4.1876091957
275.0747316477,21.9610300845,4.1877608299
158.8033642716,-39.5625783643,4.1879239082
340.8966524714,-18.8305004606,4.1890730858
242.1922416975,44.9350698604,4.1901173592
301.8463787284,-52.8807424121,4.1916098595
261.8387358672,-29.8676480052,4.1916809082
343.6084814760,84.3462822383,4.1927437782
76.1023631475,-35.4831660851,4.1944470406
222.9094349934,-43.5754700370,4.1956748962
122.3721154521,-47.3452393936,4.1964640617
41.9780244278,29.2465634380,4.1972160339
17.9154484782,30.0895192346,4.1980223656
11.6371773692,15.4752879508,4.1993756294
246.7559563419,-18.4563491373,4.1996417046
36.7464691349,-47.7038660974,4.2013549805
337.2086733208,-0.0198177403,4.2029404640
318.3359906316,-70.1263507855,4.2036533356
41.0305772371,-13.8587935768,4.2053418159
265.3533060524,-12.8755511369,4.2055625916
216.5451429157,-45.3793010652,4.2070627213
193.3594812884,-40.1790052744,4.2079963684
188.0156449228,-16.1962640294,4.2095565796
193.7353837787,47.1966874985,4.2112245560
246.0256196894,-20.0375261789,4.2125949860
73.5125499085,66.3427079969,4.2128643990
196.7948793403,27.6244285613,4.2129993439
144.6129672840,4.6490663980,4.2132687569
134.6218757686,11.8575419145,4.2149052620
344.1083221630,49.7335317769,4.2163667679
225.5270938204,25.0079202180,4.2181849480
79.8938568265,-13.1767907399,4.2184691429
180.7547395730,-63.3129004208,4.2203159332
130.0527907455,64.3280541537,4.2225661278
196.7274770404,-49.9063033457,4.2243309021
210.4117167855,1.5444346349,4.2246518135
68.3767135828,-29.7677010102,4.2249460220
66.5774501738,22.8133754302,4.2286009789
148.7173053963,-19.0095186610,4.2286124229
326.1615274032,25.6450866189,4.2288389206
279.5270174903,39.6683630269,4.2299094200
248.1504061433,11.4876890503,4.2325696945
306.9799224403,-28.2609992052,4.2327961922
325.4820031484,71.3118729814,4.2347869873
303.3499400894,56.5680850388,4.2358555794
61.6459186267,50.3511000874,4.2362909317
329.4798667914,-54.9925989554,4.2393732071
233.2323158051,31.3590777166,4.2395801544
88.5948241947,20.2758521480,4.2416858673
272.8072180367,-45.9545811141,4.2428655624
147.9192889680,-46.5475764489,4.2431411743
77.2866079914,-8.7540938927,4.2434530258
260.0786660131,18.0568275242,4.2449989319
236.6098890459,7.3527586893,4.2468562126
46.6395931475,-6.0885966177,4.2472777367
287.0876506984,-40.4968190727,4.2492065430
55.7080521169,-37.3138293311,4.2501106262
87.2933278517,39.1809609205,4.2502503395
331.6094738169,-13.8699319636,4.2509131432
317.3989590719,-11.3717592609,4.2510795593
234.1174110362,15.1014754431,4.2511034012
69.5399011848,12.5107709125,4.2534317970
354.5343337368,43.2680675170,4.2537193298
228.5799492167,-70.0795132600,4.2537460327
37.0399300386,8.4600400598,4.2553577423
309.1818533039,-2.5500231569,4.2557206154
246.9310739803,-7.5986120972,4.2558917999
53.4471968241,-21.6330074795,4.2564692497
351.3458577724,23.4042616247,4.2580924034
63.8836641862,8.8922576702,4.2590188980
346.9745072940,75.3873605054,4.2604837418
56.3021628561,24.4670639573,4.2610216141
135.0222934571,-41.2533785576,4.2614345551
86.1928934805,-65.7354760289,4.2614965439
284.2375267863,-67.2334234841,4.2627792358
337.8766856697,-32.3461591072,4.2634081841
272.0208681503,-28.4572331714,4.2651472092
97.9640099411,-23.4183948416,4.2663583755
255.2648274962,-4.2229925345,4.2677264214
130.8060631803,3.3986578172,4.2679243088
236.0150791736,77.7944839163,4.2679734230
322.1814818408,-21.8072041959,4.2684655190
14.6515987856,-29.3574308455,4.2686219215
282.8010834546,59.3884671634,4.2686219215
300.8897984244,-37.9410669926,4.2689137459
215.0813520453,-56.3865290139,4.2716012001
157.7584684006,-73.2214581527,4.2716817856
343.0091427996,43.3125224212,4.2724084854
184.7484102829,-55.1430495597,4.2731857300
115.1238082441,87.0199584907,4.2748780251
33.3053908596,44.2315916252,4.2768640518
318.9369527771,-15.1714823879,4.2773184776
269.6256162369,30.1892912310,4.2779836655
10.3313997399,-46.0849924155,4.2804055214
73.1581113397,36.7031715755,4.2805309296
73.2235388417,-5.4525845025,4.2812914848
242.9988559528,-19.4608159468,4.2813463211
109.6770119182,-24.9543635232,4.2821440697
355.8431832495,10.3315886469,4.2825679779
136.6322124988,38.4521484730,4.2842340469
17.7774335890,55.1498128843,4.2880039215
272.1452571654,-63.6694113178,4.2893290520
116.5306696252,18.5097684114,4.2894968987
352.2890222876,12.7606758961,4.2902793884
260.2528256192,-21.1138367715,4.2909669876
68.5483491766,-8.2313331536,4.2926850319
101.8325160675,8.0372033921,4.2939324379
201.0023105602,-64.5357646423,4.2942500114
66.3729376285,17.9277687354,4.2956619263
260.2071285378,-12.8468693749,4.2963223457
143.5557962790,36.3974570465,4.2971110344
130.1542288845,-59.7609817161,4.2972059250
310.0121615927,-18.1387559441,4.2984752655
119.9063897425,-60.5870127504,4.2988462448
105.2143693724,-51.4024964427,4.2988853455
144.2055341746,-49.3548337677,4.2990226746
297.6417139587,38.7228856833,4.2994523048
189.8111824278,-7.9956734410,4.3003458977
177.4208922965,-63.7884601614,4.3004665375
312.3709306937,-46.2267105173,4.3030252457
47.8222831826,39.6116005557,4.3036289215
89.3841941317,-35.2832355741,4.3040499687
9.2202922196,33.7193283713,4.3046798706
269.7720187345,-30.2530626918,4.3048915863
113.5130593347,-22.2958595817,4.3054299355
294.1803174216,-1.2866958119,4.3061370850
211.5113931578,-41.1797219796,4.3082900047
322.2492218343,22.1794644473,4.3088088036
346.7194152538,-43.5204134824,4.3091349602
220.2874711721,13.7282693980,4.3105092049
281.7556053210,18.1820277093,4.3116574287
270.0142017504,16.7508693977,4.3138337135
83.7051701225,9.4895753002,4.3139843941
44.5680545132,-40.3046223599,4.3152275085
99.8196865987,-14.1457914592,4.3156781197
326.2368721787,-33.0262008929,4.3158435822
233.5459810203,-10.0655753537,4.3161568642
281.1932967032,37.6052097609,4.3164572716
129.9730991178,-17.3036614799,4.3175082207
116.6638260795,37.5174533722,4.3180503845
346.7780776730,25.4681297081,4.3181576729
1.3338680188,-5.7072229667,4.3183012009
164.1797930244,-37.1383204931,4.3193483353
330.9498703431,64.6283669591,4.3197493553
10.8384262170,-57.4630118193,4.3210692406
263.0549075145,86.5866998413,4.3210906982
311.3375057842,57.5786708886,4.3213100433
70.5612622075,22.9568271368,4.3216266632
143.6194223146,69.8306838558,4.3226461411
330.8724078796,-56.7972546612,4.3229041100
212.2115570055,77.5476579358,4.3238396645
358.6940873492,0.1092498438,4.3246240616
98.7440276172,-52.9755619795,4.3258247375
253.5017194336,10.1652062398,4.3260579109
72.4774475737,37.4884537377,4.3266410828
266.8900749215,-27.8308346178,4.3272838593
310.8646280314,15.0743876474,4.3291878700
88.1101300974,1.8551024304,4.3293776512
136.2865868227,-72.6027289233,4.3295054436
7.8869381726,-62.9584612388,4.3299293518
41.2773219820,-18.5724087403,4.3308682442
42.6180037519,-75.0670648776,4.3315892220
165.0387393640,-42.2258409235,4.3333802223
272.1895398368,20.8145278823,4.3341550827
331.4202510970,5.0589808999,4.3352813721
52.4780790284,58.8787462152,4.3358144760
276.3376932812,-20.5417914965,4.3366022110
346.0469090830,50.0528358282,4.3374938965
132.1081268751,5.8376815829,4.3399605751
221.3099754080,16.9640431768,4.3405294418
166.6347491246,-62.4240728628,4.3414249420
283.6870524333,22.6450812131,4.3416438103
72.6530171769,8.9000502775,4.3418335915
218.6710377397,29.7457119340,4.3419637680
299.9341117144,-35.2764195505,4.3421015739
278.3759666579,-42.3126012695,4.3424057961
88.5266820611,-63.0873352141,4.3440051079
14.1654680529,59.1808552670,4.3455619812
22.5476143650,6.1436182090,4.3468327522
215.7730408856,-27.7545376768,4.3472895622
353.2432610363,-37.8181778132,4.3475127220
114.8691640990,17.6745165075,4.3481183052
313.0316600569,27.0966930180,4.3485846519
11.1814438152,48.2843299666,4.3494896889
28.3890496273,3.1876442651,4.3506650925
70.1396342455,-41.8640876102,4.3509507179
107.9141208578,39.3205636106,4.3517150879
49.6826245597,34.2226175493,4.3523316383
176.9957062643,20.2189146321,4.3524208069
104.0342526531,-17.0542244539,4.3546667099
206.8133909945,17.4571736377,4.3560209274
318.6202444706,10.0056164148,4.3562550545
13.4085172728,-62.8713435650,4.3569917679
122.2567660073,-19.2450521083,4.3570156097
125.3458796367,-33.0543503424,4.3573179245
288.4395266225,39.1459598217,4.3580408096
130.9181669338,-7.2337345698,4.3582811356
325.0466635666,43.2739065979,4.3586878777
157.2188913747,-64.1722722504,4.3596005440
190.6468767515,-48.8132455184,4.3601102829
298.9806695869,58.8458753296,4.3607206345
232.7323937097,40.8330111402,4.3609032631
95.9419551237,4.5929165889,4.3625059128
215.7591873322,-39.5119099153,4.3629660606
341.8720184359,83.1540386351,4.3654575348
199.3040477795,-66.7834691174,4.3657264709
121.9821139665,-68.6169318064,4.3659434319
0.3976190739,-77.0665110923,4.3665843010
216.0485368516,25.7035045483,4.3706259727
294.1105137988,50.2222732140,4.3716120720
245.5892955766,33.7988823524,4.3746199608
232.8529108322,77.3493957443,4.3747611046
224.2953888345,-4.3471427202,4.3748469353
91.8930577320,14.7683821554,4.3757653236
233.8123026366,39.0101056163,4.3758659363
237.3981387419,26.0681044498,4.3782544136
141.8275752300,-22.3445184438,4.3784580231
218.1541958682,-50.4572337249,4.3789501190
104.3191347676,58.4221504055,4.3795371056
298.8083265572,-59.1958442862,4.3813266754
302.2225209057,77.7115303856,4.3824419975
108.1392236754,-46.7588271291,4.3830099106
206.6641456668,-51.4328867171,4.3834552765
283.5424275644,-22.7448755782,4.3835520744
271.8265393916,8.7339984491,4.3836879730
163.9029622523,24.7496631002,4.3839993477
63.7222124931,40.4835317058,4.3850769997
234.9416133346,-34.4119708011,4.3851981163
115.0967001777,-15.2640426546,4.3859286308
260.4973839221,-67.7707042097,4.3877930641
173.2253831535,-31.0871963190,4.3883519173
17.8636001558,21.0346037940,4.3905344009
1.1254682647,-10.5095747307,4.3907051086
18.4373583271,24.5836063684,4.3913850784
242.9083779113,23.4947481847,4.3935308456
191.4095772047,-60.9816129319,4.3971290588
182.0215309673,-50.6613222940,4.3973917961
92.9849923131,14.2086786907,4.3984026909
124.6381922537,-36.6588428050,4.3984198570
209.4116074359,-63.6868469102,4.3993072510
161.4448613789,-80.5401600643,4.3998618126
294.8441991156,30.1534809449,4.4000697136
240.8040244535,-49.2296514910,4.4001917839
349.4759800315,-9.1825698180,4.4027934074
275.9151310514,-8.9342442082,4.4030046463
117.0214852777,-25.9371486779,4.4038000107
112.6774461958,-30.9622758459,4.4038615227
78.0747361230,-11.8692739470,4.4039521217
213.0163714913,69.4323274694,4.4045195580
275.1892116859,71.3379813731,4.4046263695
165.5823519726,20.1800158449,4.4047360420
197.4872965011,-5.5391520737,4.4048051834
137.2167559458,51.6045004523,4.4058980942
66.5869485853,15.6182079002,4.4061655998
117.0833299221,-47.0780737252,4.4062571526
